,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,year
165,00526599,덴티움,145720,Y,[기재정정]사업보고서 (2022.12),20230322001007,덴티움,20230322,,2023
166,00480455,STX엔진,077970,Y,사업보고서 (2022.12),20230322000972,STX엔진,20230322,연,2023
167,00791209,더메디팜,118000,Y,사업보고서 (2022.12),20230322000954,더메디팜,20230322,연,2023
168,00154426,아이에이치큐,003560,Y,사업보고서제출기한연장신고서 (2022.12),20230322000953,아이에이치큐,20230322,,2023
169,00107224,남선알미늄,008350,Y,사업보고서 (2022.12),20230322000952,남선알미늄,20230322,연,2023
170,00169048,HLB글로벌,003580,Y,사업보고서 (2022.12),20230322000937,HLB글로벌,20230322,연,2023
171,00180795,인팩,023810,Y,사업보고서 (2022.12),20230322000936,인팩,20230322,연,2023
172,00111111,대양금속,009190,Y,사업보고서 (2022.12),20230322000926,대양금속,20230322,연,2023
173,00159102,DB손해보험,005830,Y,[기재정정]사업보고서 (2022.12),20230322000917,DB손해보험,20230322,연,2023
174,00303217,우진플라임,049800,Y,사업보고서 (2022.12),20230322000913,우진플라임,20230322,연,2023
175,00135777,신대양제지,016590,Y,사업보고서 (2022.12),20230322000910,신대양제지,20230322,연,2023
176,00415628,세진중공업,075580,Y,사업보고서 (2022.12),20230322000908,세진중공업,20230322,연,2023
177,00631518,SK이노베이션,096770,Y,사업보고서 (2022.12),20230322000906,SK이노베이션,20230322,연,2023
178,00442835,메타랩스,090370,Y,사업보고서 (2022.12),20230322000882,메타랩스,20230322,연,2023
179,00878915,DGB금융지주,139130,Y,사업보고서 (2022.12),20230322000869,DGB금융지주,20230322,연,2023
180,00118965,티에이치엔,019180,Y,사업보고서 (2022.12),20230322000844,티에이치엔,20230322,연,2023
181,00109286,대동,000490,Y,사업보고서 (2022.12),20230322000832,대동,20230322,연,2023
182,00129554,갤럭시아에스엠,011420,Y,사업보고서 (2022.12),20230322000815,갤럭시아에스엠,20230322,,2023
183,00119140,핸즈코퍼레이션,143210,Y,사업보고서 (2022.12),20230322000808,핸즈코퍼레이션,20230322,연,2023
184,01026157,쏘카,403550,Y,사업보고서 (2022.12),20230322000801,쏘카,20230322,연,2023
185,00248974,하나제약,293480,Y,사업보고서 (2022.12),20230322000798,하나제약,20230322,,2023
186,00154329,태평양물산,007980,Y,사업보고서 (2022.12),20230322000780,태평양물산,20230322,연,2023
187,00372882,KTcs,058850,Y,사업보고서 (2022.12),20230322000776,KTcs,20230322,연,2023
188,00101433,경농,002100,Y,사업보고서 (2022.12),20230322000774,경농,20230322,연,2023
189,00652423,인바이오젠,101140,Y,사업보고서제출기한연장신고서 (2022.12),20230322000764,인바이오젠,20230322,,2023
190,00143262,우진아이엔에스,010400,Y,사업보고서 (2022.12),20230322000761,우진아이엔에스,20230322,연,2023
191,00132868,성안,011300,Y,사업보고서 (2022.12),20230322000752,성안,20230322,연,2023
192,00360142,아이마켓코리아,122900,Y,사업보고서 (2022.12),20230322000722,아이마켓코리아,20230322,연,2023
193,00409672,티비에이치글로벌,084870,Y,사업보고서 (2022.12),20230322000665,티비에이치글로벌,20230322,연,2023
194,00148948,조비,001550,Y,사업보고서 (2022.12),20230322000622,조비,20230322,,2023
195,00815369,에스제이엠,123700,Y,사업보고서 (2022.12),20230322000618,에스제이엠,20230322,연,2023
196,00111458,대영포장,014160,Y,사업보고서 (2022.12),20230322000585,대영포장,20230322,,2023
197,00109824,대림통상,006570,Y,사업보고서 (2022.12),20230322000569,대림통상,20230322,연,2023
198,00172228,엔케이,085310,Y,사업보고서 (2022.12),20230322000525,엔케이,20230322,연,2023
199,00136457,SH에너지화학,002360,Y,사업보고서 (2022.12),20230322000490,SH에너지화학,20230322,연,2023
200,00133618,세기상사,002420,Y,사업보고서 (2022.12),20230322000452,세기상사,20230322,,2023
201,00127857,삼익악기,002450,Y,사업보고서 (2022.12),20230322000313,삼익악기,20230322,연,2023
202,01702017,유니드비티플러스,446070,Y,사업보고서 (2022.12),20230322000303,유니드비티플러스,20230322,,2023
203,00159810,카프로,006380,Y,사업보고서 (2022.12),20230322000115,카프로,20230322,,2023
204,00159564,한국주강,025890,Y,사업보고서 (2022.12),20230322000094,한국주강,20230322,,2023
205,00159698,지역난방공사,071320,Y,사업보고서 (2022.12),20230322000036,지역난방공사,20230322,연,2023
206,00159616,두산에너빌리티,034020,Y,사업보고서 (2022.12),20230321001573,두산에너빌리티,20230321,연,2023
207,00105280,현대지에프홀딩스,005440,Y,사업보고서 (2022.12),20230321001548,현대지에프홀딩스,20230321,연,2023
208,00365387,AJ네트웍스,095570,Y,사업보고서 (2022.12),20230321001546,AJ네트웍스,20230321,,2023
209,00146861,자화전자,033240,Y,사업보고서 (2022.12),20230321001537,자화전자,20230321,연,2023
210,00161426,한미사이언스,008930,Y,사업보고서 (2022.12),20230321001527,한미사이언스,20230321,연,2023
211,00828497,한미약품,128940,Y,사업보고서 (2022.12),20230321001525,한미약품,20230321,연,2023
212,00103130,플레이그램,009810,Y,사업보고서 (2022.12),20230321001524,플레이그램,20230321,연,2023
213,00158316,NICE,034310,Y,사업보고서 (2022.12),20230321001519,NICE,20230321,연,2023
214,00309503,한국항공우주,047810,Y,사업보고서 (2022.12),20230321001514,한국항공우주,20230321,연,2023
215,00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2022.12),20230321001511,롯데케미칼,20230321,연,2023
216,00138224,쌍용씨앤이,003410,Y,사업보고서 (2022.12),20230321001494,쌍용씨앤이,20230321,연,2023
217,00104999,윌비스,008600,Y,사업보고서 (2022.12),20230321001489,윌비스,20230321,연,2023
218,00123541,보해양조,000890,Y,사업보고서 (2022.12),20230321001480,보해양조,20230321,연,2023
219,00164724,현대엘리베이터,017800,Y,사업보고서 (2022.12),20230321001479,현대엘리베이터,20230321,연,2023
220,00362238,휴비스,079980,Y,사업보고서 (2022.12),20230321001473,휴비스,20230321,연,2023
221,00101220,KG케미칼,001390,Y,사업보고서 (2022.12),20230321001469,KG케미칼,20230321,연,2023
222,01568413,F&F,383220,Y,사업보고서 (2022.12),20230321001459,F&F,20230321,연,2023
223,00106669,세아베스틸지주,001430,Y,사업보고서 (2022.12),20230321001452,세아베스틸지주,20230321,연,2023
224,00360595,현대글로비스,086280,Y,사업보고서 (2022.12),20230321001449,현대글로비스,20230321,연,2023
225,00261285,한국가스공사,036460,Y,사업보고서 (2022.12),20230321001441,한국가스공사,20230321,연,2023
226,00117212,두산,000150,Y,사업보고서 (2022.12),20230321001440,두산,20230321,연,2023
227,00797364,KC코트렐,119650,Y,사업보고서 (2022.12),20230321001429,KC코트렐,20230321,연,2023
228,00176914,다우기술,023590,Y,사업보고서 (2022.12),20230321001409,다우기술,20230321,연,2023
229,00129679,녹십자,006280,Y,사업보고서 (2022.12),20230321001403,녹십자,20230321,연,2023
230,00126487,F&F 홀딩스,007700,Y,사업보고서 (2022.12),20230321001401,F&F 홀딩스,20230321,연,2023
231,00573579,평화산업,090080,Y,사업보고서 (2022.12),20230321001398,평화산업,20230321,연,2023
232,00126955,삼양식품,003230,Y,사업보고서 (2022.12),20230321001381,삼양식품,20230321,연,2023
233,00126201,삼성공조,006660,Y,사업보고서 (2022.12),20230321001375,삼성공조,20230321,연,2023
234,00163114,서연,007860,Y,사업보고서 (2022.12),20230321001373,서연,20230321,연,2023
235,00260408,팜스코,036580,Y,사업보고서 (2022.12),20230321001369,팜스코,20230321,연,2023
236,00109806,삼일씨엔에스,004440,Y,사업보고서 (2022.12),20230321001368,삼일씨엔에스,20230321,연,2023
237,00776820,영원무역,111770,Y,사업보고서 (2022.12),20230321001365,영원무역,20230321,연,2023
238,00904672,넷마블,251270,Y,사업보고서 (2022.12),20230321001358,넷마블,20230321,연,2023
239,00103592,광동제약,009290,Y,[기재정정]사업보고서 (2022.12),20230321001353,광동제약,20230321,연,2023
240,00181712,SK,034730,Y,사업보고서 (2022.12),20230321001347,SK,20230321,연,2023
241,00101488,경동나비엔,009450,Y,사업보고서 (2022.12),20230321001339,경동나비엔,20230321,연,2023
242,00126566,한화에어로스페이스,012450,Y,[기재정정]사업보고서 (2022.12),20230321001337,한화에어로스페이스,20230321,연,2023
243,00261443,엔씨소프트,036570,Y,사업보고서 (2022.12),20230321001334,엔씨소프트,20230321,연,2023
244,00203315,콘텐트리중앙,036420,Y,사업보고서 (2022.12),20230321001329,콘텐트리중앙,20230321,연,2023
245,00148522,퍼스텍,010820,Y,사업보고서 (2022.12),20230321001315,퍼스텍,20230321,,2023
246,00160588,한화,000880,Y,사업보고서 (2022.12),20230321001313,한화,20230321,연,2023
247,00209780,케이씨,029460,Y,사업보고서 (2022.12),20230321001309,케이씨,20230321,연,2023
248,00148540,CJ,001040,Y,사업보고서 (2022.12),20230321001305,CJ,20230321,연,2023
249,00160302,코스모화학,005420,Y,사업보고서 (2022.12),20230321001301,코스모화학,20230321,연,2023
250,01133217,카카오뱅크,323410,Y,사업보고서 (2022.12),20230321001298,카카오뱅크,20230321,,2023
251,00353878,다스코,058730,Y,사업보고서 (2022.12),20230321001293,다스코,20230321,연,2023
252,00404701,한국자산신탁,123890,Y,사업보고서 (2022.12),20230321001288,한국자산신탁,20230321,연,2023
253,00622787,바이오노트,377740,Y,사업보고서 (2022.12),20230321001282,바이오노트,20230321,연,2023
254,00155124,평화홀딩스,010770,Y,사업보고서 (2022.12),20230321001279,평화홀딩스,20230321,연,2023
255,00131832,SK디스커버리,006120,Y,사업보고서 (2022.12),20230321001269,SK디스커버리,20230321,연,2023
256,00684802,에이플러스에셋,244920,Y,사업보고서 (2022.12),20230321001261,에이플러스에셋,20230321,연,2023
257,01412725,두산퓨얼셀,336260,Y,사업보고서 (2022.12),20230321001259,두산퓨얼셀,20230321,,2023
258,00203290,한국콜마홀딩스,024720,Y,사업보고서 (2022.12),20230321001245,한국콜마홀딩스,20230321,연,2023
259,00120021,LG,003550,Y,사업보고서 (2022.12),20230321001235,LG,20230321,연,2023
260,00163691,유수홀딩스,000700,Y,사업보고서 (2022.12),20230321001229,유수홀딩스,20230321,연,2023
261,01036446,서연이화,200880,Y,사업보고서 (2022.12),20230321001225,서연이화,20230321,연,2023
262,00115694,DB금융투자,016610,Y,사업보고서 (2022.12),20230321001219,DB금융투자,20230321,연,2023
